"","feat","score"
"3452","NME7",0
"3453","NME9",0
"3454","NMI",0
"3455","NMT2",0
"3456","NNAT",0
"3457","NNT",0
"3458","NNT.AS1",0
"3459","NOA1",0
"3460","NOD1",0
"3461","NOD2",0
"3462","NODAL",0
"3463","NOL3",0
"3464","NOL4L",0
"3465","NOL6",0
"3466","NOL7",0
"3467","NOLC1",0
"3468","NOM1",0
"3469","NONO",0
"3470","NOP14",0
"3471","NOP14.AS1",0
"3473","NOP56",0
"3474","NOP58",0
"3475","NOP9",0
"3476","NOS3",0
"3477","NOSIP",0
"3478","NOTCH2",0
"3479","NOTCH4",0
"3480","NOXO1",0
"3481","NPB",0
"3482","NPC1",0
"3483","NPEPPS",0
"3484","NPHP3.AS1",0
"3485","NPIPB3",0
"3486","NPLOC4",0
"3487","NPM1",0
"3488","NPPA",0
"3489","NPR2",0
"3490","NPRL2",0
"3491","NPRL3",0
"3492","NPY6R",0
"3493","NQO2",0
"3494","NR1D1",0
"3495","NR1H3",0
"3496","NR1I3",0
"3497","NR2C2",0
"3498","NR2C2AP",0
"3499","NR3C1",0
"3500","NR3C2",0
"3501","NRADDP",0
"3502","NRBP1",0
"3503","NRD1",0
"3504","NREP",0
"3505","NRG4",0
"3506","NRGN",0
"3507","NRIP2",0
"3508","NRM",0
"3509","NRROS",0
"3510","NSA2",0
"3511","NSD1",0
"3512","NSG1",0
"3513","NSMAF",0
"3514","NSMCE1",0
"3515","NSRP1",0
"3516","NSUN4",0
"3517","NSUN5P1",0
"3519","NT5C",0
"3520","NT5C1B",0
"3521","NT5C2",0
"3522","NT5DC2",0
"3523","NT5E",0
"3524","NTAN1",0
"3525","NTMT1",0
"3526","NTN1",0
"3527","NTSR1",0
"3528","NUB1",0
"3529","NUBP1",0
"3530","NUCB1.AS1",0
"3531","NUCKS1",0
"3532","NUDT1",0
"3533","NUDT13",0
"3534","NUDT15",0
"3535","NUDT16",0
"3536","NUDT17",0
"3537","NUDT21",0
"3538","NUDT22",0
"3539","NUDT5",0
"3540","NUFIP2",0
"3541","NUMA1",0
"3542","NUMB",0
"3543","NUP153",0
"3545","NUP210L",0
"3546","NUP214",0
"3547","NUP50",0
"3548","NUP85",0
"3549","NUP88",0
"3550","NUTM2A.AS1",0
"3551","NUTM2B",0
"3552","NUTM2D",0
"3554","NXF1",0
"3555","NXN",0
"3556","OAZ1",0
"3557","OAZ2",0
"3558","OAZ3",0
"3559","OBSCN",0
"3560","ODF3B",0
"3561","OGFOD1",0
"3562","OGFOD2",0
"3563","OGFOD3",0
"3564","OGFR",0
"3565","OGFR.AS1",0
"3566","OGG1",0
"3567","OGT",0
"3568","OIP5",0
"3569","OLFML1",0
"3570","OLIG1",0
"3571","OMG",0
"3572","OPA1",0
"3573","OPA1.AS1",0
"3574","OPA3",0
"3575","OPN1SW",0
"3576","OPN3",0
"3577","OPRM1",0
"3578","OPTN",0
"3579","OR10G2",0
"3580","OR2B11",0
"3581","OR2H2",0
"3582","ORAI2",0
"3583","ORC2",0
"3584","ORC4",0
"3586","ORMDL1",0
"3587","ORMDL2",0
"3588","OS9",0
"3589","OSBP",0
"3590","OSBP2",0
"3591","OSBPL10",0
"3592","OSBPL8",0
"3593","OSBPL9",0
"3594","OSCAR",0
"3595","OSCP1",0
"3596","OSGEPL1",0
"3597","OSGEPL1.AS1",0
"3598","OSGIN2",0
"3599","OSM",0
"3600","OST4",0
"3601","OTUB1",0
"3602","OTUB2",0
"3603","OTUD4",0
"3604","OTUD5",0
"3605","OTUD7A",0
"3606","OTULIN",0
"3607","OVCH1",0
"3608","OXA1L",0
"3609","OXCT1.AS1",0
"3610","OXNAD1",0
"3611","OXR1",0
"3612","OXSR1",0
"3613","P2RX4",0
"3614","P2RX5.TAX1BP3",0
"3615","P4HB",0
"3616","P4HTM",0
"3617","PA2G4",0
"3618","PAAF1",0
"3619","PABPC1",0
"3620","PABPC3",0
"3621","PABPC4",0
"3622","PACS1",0
"3623","PACS2",0
"3624","PACSIN2",0
"3625","PAF1",0
"3626","PAFAH1B1",0
"3627","PAGR1",0
"3628","PAICS",0
"3629","PAK2",0
"3630","PALLD",0
"3631","PAN2",0
"3632","PAN3",0
"3633","PAN3.AS1",0
"3634","PANDAR",0
"3635","PANK2",0
"3636","PAPD5",0
"3637","PAPLN",0
"3638","PAPOLA",0
"3639","PAPPA",0
"3641","PAQR3",0
"3642","PAQR4",0
"3643","PAQR7",0
"3644","PARD6G",0
"3645","PARP1",0
"3646","PARP10",0
"3647","PARP12",0
"3648","PARP14",0
"3649","PARP2",0
"3650","PARP8",0
"3651","PARP9",0
"3652","PARVG",0
"3653","PASK",0
"3654","PATL1",0
"3655","PATZ1",0
"3656","PAX5",0
"3657","PAX6",0
"3658","PAX8",0
"3660","PAXBP1.AS1",0
"3661","PAXIP1",0
"3662","PAXIP1OS",0
"3663","PBDC1",0
"3664","PBLD",0
"3665","PBRM1",0
"3666","PBX2",0
"3667","PBXIP1",0
"3668","PCBD1",0
"3669","PCBP1",0
"3670","PCBP2",0
"3671","PCCA",0
"3673","PCED1B",0
"3674","PCED1B.AS1",0
"3675","PCF11",0
"3676","PCGF1",0
"3677","PCGF2",0
"3678","PCGF3",0
"3679","PCIF1",0
"3680","PCM1",0
"3681","PCMTD1",0
"3682","PCNA.AS1",0
"3683","PCNT",0
"3684","PCNX",0
"3685","PCOLCE",0
"3686","PCOLCE.AS1",0
"3687","PCP2",0
"3688","PCP4L1",0
"3689","PCSK6",0
"3690","PCSK7",0
"3691","PCYOX1",0
"3692","PCYT1A",0
"3693","PDAP1",0
"3694","PDCD1",0
"3695","PDCD11",0
"3696","PDCD2",0
"3697","PDCD4",0
"3698","PDCD4.AS1",0
"3699","PDCD6IP",0
"3700","PDE2A",0
"3701","PDE3B",0
"3702","PDE4B",0
"3703","PDE4DIP",0
"3704","PDE5A",0
"3705","PDE6B",0
"3706","PDE6C",0
"3707","PDE7A",0
"3708","PDE8B",0
"3709","PDGFB",0
"3710","PDHB",0
"3711","PDHX",0
"3712","PDIA3",0
"3713","PDIA4",0
"3714","PDK1",0
"3715","PDPK1",0
"3716","PDS5A",0
"3717","PDSS1",0
"3718","PDXDC1",0
"3719","PDXP",0
"3720","PDZD2",0
"3721","PDZD7",0
"3722","PDZD9",0
"3724","PEA15",0
"3725","PEF1",0
"3726","PELI3",0
"3727","PELP1",0
"3728","PER3",0
"3729","PERM1",0
"3730","PET100",0
"3731","PEX1",0
"3732","PEX10",0
"3733","PEX11G",0
"3734","PEX2",0
"3736","PEX6",0
"3737","PFDN1",0
"3738","PFDN5",0
"3739","PFDN6",0
"3740","PFKM",0
"3742","PFN1",0
"3743","PFN1P2",0
"3744","PFN2",0
"3745","PGAM1",0
"3746","PGAM2",0
"3747","PGAP2",0
"3748","PGD",0
"3749","PGF",0
"3750","PGGT1B",0
"3751","PGK1",0
"3752","PGLYRP1",0
"3753","PGM1",0
"3754","PGM3",0
"3755","PGM5P2",0
"3756","PGRMC2",0
"3757","PHACTR1",0
"3758","PHC1",0
"3759","PHC3",0
"3760","PHF1",0
"3761","PHF10",0
"3762","PHF12",0
"3763","PHF19",0
"3764","PHF3",0
"3765","PHIP",0
"3766","PHKA2",0
"3767","PHKA2.AS1",0
"3768","PHKG1",0
"3769","PHKG2",0
"3770","PHOSPHO1",0
"3771","PHOX2A",0
"3772","PHPT1",0
"3773","PHRF1",0
"3774","PHYKPL",0
"3775","PI4K2A",0
"3776","PI4KB",0
"3777","PIANP",0
"3778","PIAS1",0
"3779","PIAS3",0
"3780","PIAS4",0
"3781","PICALM",0
"3782","PIEZO1",0
"3783","PIGB",0
"3784","PIGF",0
"3785","PIGZ",0
"3786","PIH1D2",0
"3787","PIK3CD",0
"3788","PIK3IP1",0
"3789","PIK3R1",0
"3790","PIK3R2",0
"3791","PIK3R5",0
"3792","PIM1",0
"3793","PINK1",0
"3794","PINK1.AS",0
"3795","PIP4K2A",0
"3796","PIP4K2B",0
"3797","PIPSL",0
"3798","PISD",0
"3799","PITPNA",0
"3800","PITPNA.AS1",0
"3801","PITPNB",0
"3802","PITPNC1",0
"3803","PITPNM2",0
"3804","PITRM1",0
"3805","PITRM1.AS1",0
"3806","PKD1",0
"3807","PKD1L3",0
"3808","PKD2L2",0
"3809","PKDREJ",0
"3810","PKIG",0
"3811","PKLR",0
"3812","PKM",0
"3813","PKMYT1",0
"3814","PKN3",0
"3815","PLA2G10",0
"3816","PLAC9",0
"3817","PLAT",0
"3818","PLBD1",0
"3819","PLCB2",0
"3820","PLCB3",0
"3821","PLCD1",0
"3822","PLCD4",0
"3824","PLCG1",0
"3825","PLCH2",0
"3826","PLD6",0
"3827","PLEC",0
"3828","PLEK",0
"3829","PLEKHB1",0
"3830","PLEKHB2",0
"3831","PLEKHG4",0
"3832","PLEKHG6",0
"3833","PLEKHH1",0
"3834","PLIN4",0
"3835","PLK3",0
"3836","PLN",0
"3837","PLOD3",0
"3838","PLP2",0
"3839","PLTP",0
"3840","PLXDC1",0
"3841","PLXDC2",0
"3842","PLXNB2",0
"3843","PLXNB3",0
"3845","PMCH",0
"3846","PMEL",0
"3847","PMEPA1",0
"3848","PMM2",0
"3849","PMPCB",0
"3850","PMS1",0
"3851","PMS2P1",0
"3852","PMS2P9",0
"3853","PNISR",0
"3854","PNMA5",0
"3855","PNMAL2",0
"3856","PNN",0
"3857","PNO1",0
"3858","PNOC",0
"3859","PNPLA6",0
"3860","PNPLA7",0
"3861","PNPT1",0
"3862","PNRC2",0
"3863","POC1B",0
"3864","PODNL1",0
"3866","PODXL2",0
"3867","POFUT2",0
"3868","POLA2",0
"3869","POLDIP2",0
"3870","POLE3",0
"3871","POLE4",0
"3872","POLG",0
"3873","POLG2",0
"3874","POLH",0
"3875","POLM",0
"3876","POLR1B",0
"3877","POLR1C",0
"3878","POLR2A",0
"3879","POLR2B",0
"3880","POLR2E",0
"3881","POLR2F",0
"3882","POLR2H",0
"3883","POLR2I",0
"3884","POLR2J",0
"3885","POLR2J4",0
"3886","POLR3C",0
"3887","POLR3E",0
"3888","POLR3G",0
"3889","POLR3GL",0
"3890","POLR3H",0
"3891","POM121",0
"3892","POM121C",0
"3893","POM121L10P",0
"3894","POMT1",0
"3895","POMZP3",0
"3896","POP5",0
"3897","POR",0
"3898","POU2F1",0
"3899","POU2F2",0
"3900","POU5F1",0
"3901","POU5F1P3",0
"3902","PP2D1",0
"3903","PP7080",0
"3904","PPAP2A",0
"3906","PPAPDC2",0
"3907","PPARA",0
"3908","PPAT",0
"3909","PPFIA1",0
"3910","PPFIA4",0
"3911","PPIB",0
"3912","PPID",0
"3913","PPIE",0
"3914","PPIG",0
"3915","PPIH",0
"3916","PPIL2",0
"3917","PPIL6",0
"3918","PPL",0
"3919","PPM1A",0
"3920","PPM1E",0
"3921","PPM1F",0
"3922","PPM1G",0
"3923","PPM1K",0
"3924","PPM1M",0
"3925","PPM1N",0
"3926","PPP1CA",0
"3927","PPP1CB",0
"3928","PPP1R10",0
"3929","PPP1R11",0
"3930","PPP1R12A",0
"3931","PPP1R12C",0
"3932","PPP1R15A",0
"3933","PPP1R15B",0
"3935","PPP1R18",0
"3936","PPP1R2",0
"3937","PPP1R35",0
"3938","PPP1R3B",0
"3939","PPP1R3E",0
"3940","PPP1R7",0
"3941","PPP1R8",0
"3942","PPP1R9B",0
"3943","PPP2R1B",0
"3944","PPP2R2A",0
"3945","PPP2R2D",0
"3946","PPP2R3A",0
"3947","PPP2R3C",0
"3948","PPP2R5A",0
"3949","PPP2R5C",0
"3950","PPP2R5D",0
"3951","PPP3CA",0
"3952","PPP3CB",0
"3953","PPP3R1",0
"3954","PPP4R2",0
"3955","PPP5D1",0
"3956","PPP6R1",0
"3957","PPP6R2",0
"3958","PPT1",0
"3959","PPT2",0
"3960","PPWD1",0
"3961","PQBP1",0
"3962","PQLC2",0
"3963","PRAP1",0
"3964","PRC1",0
"3965","PRC1.AS1",0
"3966","PRCC",0
"3967","PRDM2",0
"3968","PRDM4",0
"3969","PRDM8",0
"3970","PRDX1",0
"3971","PRDX2",0
"3972","PRELID1",0
"3973","PREPL",0
"3974","PREX1",0
"3975","PRG4",0
"3977","PRICKLE1",0
"3978","PRICKLE2.AS1",0
"3979","PRICKLE4",0
"3980","PRIMPOL",0
"3981","PRKAA1",0
"3982","PRKACA",0
"3983","PRKAG2",0
"3984","PRKAG2.AS1",0
"3985","PRKAG3",0
"3986","PRKAR1A",0
"3987","PRKAR1B",0
"3988","PRKCB",0
"3989","PRKCH",0
"3990","PRKCSH",0
"3991","PRKCZ",0
"3992","PRKD3",0
"3993","PRKDC",0
"3994","PRKRA",0
"3995","PRKRIR",0
"3996","PRKX",0
"3997","PRKX.AS1",0
"3998","PRMT2",0
"3999","PRMT9",0
"4000","PRNCR1",0
"4001","PROB1",0
"4003","PROCA1",0
"4004","PRODH",0
"4005","PROSER2.AS1",0
"4006","PROX2",0
"4007","PROZ",0
"4008","PRPF3",0
"4009","PRPF31",0
"4010","PRPF38A",0
"4011","PRPF38B",0
"4012","PRPF39",0
"4013","PRPF40A",0
"4014","PRPF40B",0
"4015","PRPF4B",0
"4016","PRPF6",0
"4017","PRPF8",0
"4018","PRPS1",0
"4019","PRR15L",0
"4020","PRR19",0
"4021","PRR29",0
"4023","PRR34",0
"4024","PRR7.AS1",0
"4025","PRRC2A",0
"4026","PRRC2B",0
"4027","PRRC2C",0
"4028","PRRT2",0
"4029","PRRT3",0
"4030","PRRT3.AS1",0
"4031","PRSS12",0
"4032","PRSS53",0
"4033","PRUNE2",0
"4034","PSAP",0
"4035","PSD",0
"4036","PSIP1",0
"4037","PSKH1",0
"4038","PSMA3",0
"4039","PSMA7",0
"4040","PSMB10",0
"4041","PSMB5",0
"4042","PSMB7",0
"4043","PSMB8",0
"4044","PSMC1",0
"4045","PSMC3IP",0
"4046","PSMC5",0
"4047","PSMD13",0
"4048","PSMD2",0
"4049","PSMD3",0
"4050","PSMD5",0
"4051","PSMD5.AS1",0
"4052","PSMD6",0
"4053","PSMD6.AS2",0
"4054","PSMD7",0
"4055","PSME1",0
"4056","PSPC1",0
"4057","PSTPIP1",0
"4058","PSTPIP2",0
"4059","PTAR1",0
"4060","PTBP3",0
"4061","PTCD3",0
"4062","PTCH1",0
"4063","PTGDR",0
"4064","PTGDR2",0
"4065","PTGER2",0
"4066","PTGER4",0
"4067","PTGES3",0
"4068","PTGR1",0
"4069","PTGR2",0
"4070","PTK2B",0
"4071","PTK6",0
"4072","PTMA",0
"4073","PTOV1",0
"4074","PTOV1.AS1",0
"4075","PTP4A1",0
"4076","PTP4A2",0
"4077","PTPLAD2",0
"4078","PTPMT1",0
"4079","PTPN11",0
"4080","PTPN12",0
"4081","PTPN14",0
"4082","PTPN18",0
"4083","PTPN23",0
"4084","PTPN4",0
"4085","PTPN6",0
"4086","PTPN9",0
"4087","PTPRA",0
"4088","PTPRB",0
"4089","PTPRC",0
"4090","PTPRCAP",0
"4091","PTPRE",0
"4092","PTPRJ",0
"4093","PTPRK",0
"4094","PTRH2",0
"4095","PTRHD1",0
"4096","PUF60",0
"4097","PUM2",0
"4098","PURA",0
"4099","PUS10",0
"4100","PUS3",0
"4101","PUSL1",0
"4102","PVRIG",0
"4103","PVRL2",0
"4104","PWP1",0
"4105","PWWP2A",0
"4106","PXK",0
"4107","PXN",0
"4108","PXN.AS1",0
"4109","PYCARD",0
"4110","PYGB",0
"4111","PYGM",0
"4112","PYGO2",0
"4113","PYROXD1",0
"4114","PZP",0
"4115","QKI",0
"4116","QRICH1",0
"4117","R3HDM2",0
"4118","RAB11B",0
"4119","RAB11B.AS1",0
"4120","RAB11FIP3",0
"4121","RAB14",0
"4122","RAB15",0
"4123","RAB1A",0
"4124","RAB23",0
"4125","RAB24",0
"4126","RAB27A",0
"4127","RAB31",0
"4128","RAB33B",0
"4129","RAB37",0
"4130","RAB3D",0
"4131","RAB3GAP1",0
"4132","RAB3GAP2",0
"4133","RAB41",0
"4134","RAB43",0
"4135","RAB5B",0
"4136","RAB6A",0
"4137","RAB6B",0
"4138","RAB6C.AS1",0
"4139","RAB7A",0
"4140","RABEP1",0
"4141","RABGAP1L",0
"4142","RABGEF1",0
"4143","RABGGTA",0
"4144","RABL2B",0
"4145","RABL6",0
"4146","RAC1",0
"4147","RAD17",0
"4148","RAD21",0
"4149","RAD21.AS1",0
"4150","RAD23A",0
"4151","RAD23B",0
"4152","RAD51",0
"4153","RAD52",0
"4154","RAD54L",0
"4156","RAE1",0
"4157","RAF1",0
"4158","RAI1",0
"4159","RALB",0
"4160","RALBP1",0
"4161","RALY",0
"4162","RANBP1",0
"4163","RANBP2",0
"4164","RANBP9",0
"4165","RANGRF",0
"4166","RAP1A",0
"4167","RAP1GAP2",0
"4168","RAP2C",0
"4169","RAP2C.AS1",0
"4170","RAPGEF1",0
"4171","RAPGEF3",0
"4172","RAPGEF6",0
"4173","RAPH1",0
"4174","RARA",0
"4175","RARA.AS1",0
"4176","RARB",0
"4177","RARRES3",0
"4178","RASA1",0
"4179","RASA3",0
"4180","RASA4B",0
"4181","RASA4CP",0
"4182","RASAL2",0
"4183","RASAL3",0
"4184","RASGEF1A",0
"4185","RASGRF2",0
"4186","RASGRF2.AS1",0
"4187","RASGRP1",0
"4188","RASGRP2",0
"4189","RASGRP3",0
"4190","RASGRP4",0
"4191","RASSF1",0
"4192","RASSF1.AS1",0
"4193","RASSF2",0
"4194","RASSF3",0
"4195","RASSF5",0
"4196","RAVER2",0
"4197","RB1",0
"4198","RBBP4",0
"4199","RBBP6",0
"4200","RBCK1",0
"4201","RBFOX3",0
"4202","RBL2",0
"4203","RBM10",0
"4204","RBM12B.AS1",0
"4205","RBM15B",0
"4206","RBM17",0
"4207","RBM25",0
"4208","RBM26",0
"4209","RBM27",0
"4210","RBM3",0
"4211","RBM33",0
"4212","RBM38",0
"4213","RBM39",0
"4214","RBM4",0
"4215","RBM4B",0
"4216","RBM5",0
"4217","RBM5.AS1",0
"4218","RBM6",0
"4219","RBMS2",0
"4220","RBMX",0
"4221","RBMXL1",0
"4222","RBP5",0
"4223","RBPJ",0
"4224","RBPMS",0
"4225","RCAN3",0
"4226","RCAN3AS",0
"4227","RCC2",0
"4228","RCSD1",0
"4229","RDH12",0
"4231","REC8",0
"4232","RECK",0
"4233","RECQL",0
"4234","RECQL4",0
"4235","RECQL5",0
"4236","REEP5",0
"4237","REL",0
"4238","RELA",0
"4239","RELL2",0
"4240","REPIN1",0
"4241","RER1",0
"4242","RERE",0
"4243","RETSAT",0
"4244","REV1",0
"4245","REV3L",0
"4246","REXO1",0
"4247","RFC2",0
"4248","RFC4",0
"4249","RFC5",0
"4250","RFFL",0
"4251","RFPL1",0
"4252","RFPL3",0
"4253","RFTN1",0
"4254","RFX1",0
"4255","RFXANK",0
"4256","RGAG4",0
"4257","RGL2",0
"4259","RGMB",0
"4260","RGPD1",0
"4261","RGS2",0
"4262","RGS20",0
"4263","RHBDL2",0
"4264","RHCE",0
"4265","RHD",0
"4266","RHOA",0
"4267","RHOB",0
"4268","RHOBTB2",0
"4269","RHOBTB3",0
"4270","RHOC",0
"4272","RHOG",0
"4273","RHOQ",0
"4274","RIC8A",0
"4275","RICTOR",0
"4276","RILPL1",0
"4277","RILPL2",0
"4278","RIN3",0
"4279","RINL",0
"4280","RIOK2",0
"4281","RIOK3",0
"4282","RIT1",0
"4283","RLTPR",0
"4284","RMDN1",0
"4285","RMND1",0
"4286","RMND5B",0
"4287","RNASEH2B.AS1",0
"4289","RNF10",0
"4290","RNF113A",0
"4291","RNF115",0
"4292","RNF123",0
"4293","RNF130",0
"4294","RNF138",0
"4295","RNF139",0
"4296","RNF139.AS1",0
"4297","RNF141",0
"4298","RNF144B",0
"4299","RNF146",0
"4300","RNF149",0
"4301","RNF157",0
"4302","RNF157.AS1",0
"4303","RNF166",0
"4305","RNF168",0
"4306","RNF169",0
"4307","RNF175",0
"4308","RNF19A",0
"4309","RNF20",0
"4310","RNF207",0
"4311","RNF213",0
"4312","RNF214",0
"4313","RNF219.AS1",0
"4314","RNF220",0
"4315","RNF224",0
"4316","RNF32",0
"4317","RNF34",0
"4318","RNF39",0
"4319","RNF40",0
"4320","RNF43",0
"4321","RNF6",0
"4322","RNH1",0
"4323","RNLS",0
"4324","RNMTL1",0
"4325","RNU6.78P",0
"4326","ROCK1",0
"4327","ROCK2",0
"4328","ROM1",0
"4329","ROMO1",0
"4330","RORA",0
"4331","RPA2",0
"4332","RPA3",0
"4333","RPA3OS",0
"4334","RPAIN",0
"4335","RPE",0
"4336","RPF1",0
"4337","RPGRIP1",0
"4338","RPL10",0
"4339","RPL11",0
"4340","RPL12",0
"4341","RPL13",0
"4342","RPL14",0
"4343","RPL15",0
"4344","RPL18",0
"4345","RPL19",0
"4346","RPL22",0
"4347","RPL23",0
"4348","RPL23AP64",0
"4349","RPL23AP82",0
"4350","RPL24",0
"4351","RPL26",0
"4352","RPL27",0
"4353","RPL27A",0
"4354","RPL28",0
"4355","RPL3",0
"4356","RPL30",0
"4357","RPL31",0
"4358","RPL31P11",0
"4359","RPL32",0
"4360","RPL35",0
"4361","RPL35A",0
"4362","RPL36",0
"4363","RPL36A",0
"4364","RPL36AL",0
"4365","RPL37",0
"4366","RPL37A",0
"4367","RPL38",0
"4368","RPL4",0
"4369","RPL5",0
"4370","RPL7",0
"4371","RPL7A",0
"4372","RPL8",0
"4373","RPN1",0
"4374","RPP38",0
"4375","RPRD1A",0
"4376","RPS11",0
"4377","RPS14",0
"4378","RPS15",0
"4379","RPS16P5",0
"4380","RPS18",0
"4381","RPS18P9",0
"4382","RPS19",0
"4383","RPS23",0
"4384","RPS24",0
"4385","RPS25",0
"4386","RPS27A",0
"4387","RPS3",0
"4388","RPS4X",0
"4389","RPS6",0
"4391","RPS6KA2.AS1",0
"4392","RPS6KA3",0
"4393","RPS6KA5",0
"4394","RPS6KB1",0
"4395","RPS6KB2",0
"4396","RPS6KL1",0
"4397","RPS8",0
"4398","RPS9",0
"4399","RPTOR",0
"4400","RPUSD3",0
"4401","RRAS",0
"4402","RRBP1",0
"4403","RREB1",0
"4404","RRN3P3",0
"4405","RRNAD1",0
"4406","RRP1",0
"4407","RRP7A",0
"4408","RRP7B",0
"4409","RSBN1L",0
"4410","RSF1",0
"4411","RSL1D1",0
"4412","RSL24D1",0
"4413","RSPH3",0
"4414","RSPH4A",0
"4415","RSPH9",0
"4416","RSRC2",0
"4417","RSRP1",0
"4418","RTEL1",0
"4419","RTF1",0
"4420","RTFDC1",0
"4421","RTN4",0
"4422","RTN4IP1",0
"4423","RUFY1",0
"4424","RUFY2",0
"4425","RUFY3",0
"4426","RUNDC3B",0
"4427","RUNX1",0
"4428","RUNX2",0
"4429","RUNX3",0
"4430","RUSC1",0
"4431","RUSC1.AS1",0
"4432","RWDD2B",0
"4433","RXFP2",0
"4434","RXFP4",0
"4435","RXRB",0
"4436","RYR3",0
"4437","S100A1",0
"4438","S100A13",0
"4439","S100A8",0
"4440","S100A9",0
"4441","S1PR1",0
"4442","S1PR4",0
"4443","SAFB",0
"4444","SAFB2",0
"4445","SAMD11",0
"4446","SAMD14",0
"4447","SAMD3",0
"4448","SAMD9",0
"4449","SAMHD1",0
"4450","SAP18",0
"4451","SAP30BP",0
"4452","SAP30L.AS1",0
"4453","SARM1",0
"4454","SARNP",0
"4455","SARS",0
"4456","SART1",0
"4457","SART3",0
"4458","SASH3",0
"4459","SAT1",0
"4460","SATB1",0
"4461","SATL1",0
"4462","SBF1",0
"4463","SBF2",0
"4464","SBF2.AS1",0
"4465","SBSPON",0
"4466","SCAF1",0
"4467","SCAF11",0
"4468","SCAF4",0
"4469","SCAI",0
"4470","SCAMP1",0
"4471","SCAND1",0
"4472","SCAND2P",0
"4473","SCAP",0
"4474","SCIMP",0
"4475","SCMH1",0
"4476","SCN3B",0
"4477","SCN5A",0
"4479","SCO2",0
"4480","SCP2",0
"4481","SCRN3",0
"4482","SCUBE3",0
"4483","SCYL1",0
"4484","SCYL3",0
"4485","SDCBP",0
"4486","SDCBP2.AS1",0
"4487","SDCCAG8",0
"4488","SDF2",0
"4489","SDR39U1",0
"4490","SEC11A",0
"4491","SEC13",0
"4492","SEC14L2",0
"4493","SEC16A",0
"4494","SEC1P",0
"4495","SEC22C",0
"4496","SEC24C",0
"4497","SEC61A1",0
"4498","SEC61A2",0
"4499","SEC62",0
"4500","SEC63",0
"4501","SECTM1",0
"4502","SEL1L",0
"4503","SELL",0
"4504","SELO",0
"4505","SELPLG",0
"4506","SEMA4D",0
"4507","SEMA4G",0
"4509","SENCR",0
"4510","SENP1",0
"4511","SENP6",0
"4512","SENP7",0
"4513","SEPN1",0
"4514","SEPP1",0
"4515","SEPT1",0
"4516","SEPT11",0
"4517","SEPT2",0
"4518","SEPT6",0
"4519","SEPT7",0
"4520","SEPT8",0
"4521","SEPT9",0
"4522","SERBP1",0
"4523","SERF2",0
"4524","SERHL",0
"4525","SERHL2",0
"4526","SERINC1",0
"4527","SERINC3",0
"4528","SERINC4",0
"4529","SERP1",0
"4530","SERPINA1",0
"4531","SERPINB1",0
"4532","SERPINE3",0
"4533","SERPINF1",0
"4534","SESN1",0
"4535","SESN3",0
"4536","SET",0
"4537","SETD1A",0
"4538","SETD1B",0
"4539","SETD2",0
"4540","SETD5",0
"4541","SETD6",0
"4542","SETD8",0
"4543","SETD9",0
"4544","SETDB1",0
"4545","SETDB2",0
"4546","SETMAR",0
"4547","SETX",0
"4548","SEZ6",0
"4549","SF1",0
"4550","SF3A1",0
"4551","SF3A3",0
"4552","SF3B1",0
"4553","SF3B2",0
"4554","SFI1",0
"4555","SFPQ",0
"4556","SFT2D3",0
"4557","SGK494",0
"4558","SGOL1",0
"4559","SGOL1.AS1",0
"4560","SGPP2",0
"4561","SGSH",0
"4562","SGSM2",0
"4563","SGSM3",0
"4564","SGTB",0
"4565","SH2B1",0
"4566","SH2B3",0
"4567","SH2D3C",0
"4568","SH3BGRL",0
"4569","SH3BGRL3",0
"4570","SH3BP1",0
"4571","SH3BP2",0
"4573","SH3BP5.AS1",0
"4574","SH3D19",0
"4575","SH3GL1",0
"4576","SH3GLB1",0
"4577","SH3KBP1",0
"4578","SH3PXD2A",0
"4579","SH3RF3.AS1",0
"4580","SHARPIN",0
"4581","SHC1",0
"4582","SHC3",0
"4583","SHE",0
"4584","SHFM1",0
"4585","SHISA5",0
"4586","SHMT1",0
"4587","SHPRH",0
"4588","SIAE",0
"4589","SIAH1",0
"4590","SIDT1",0
"4591","SIDT2",0
"4592","SIGLEC10",0
"4593","SIGLEC16",0
"4594","SIGLEC5",0
"4595","SIGLEC9",0
"4597","SIM2",0
"4598","SIN3A",0
"4599","SIPA1",0
"4600","SIRPA",0
"4601","SIRT1",0
"4602","SIRT3",0
"4603","SIRT5",0
"4604","SKA2",0
"4605","SKAP1",0
"4606","SKAP2",0
"4607","SKIV2L",0
"4608","SKIV2L2",0
"4609","SKP1",0
"4610","SLA",0
"4611","SLA2",0
"4612","SLAIN2",0
"4613","SLAMF1",0
"4614","SLAMF8",0
"4615","SLC10A1",0
"4616","SLC11A1",0
"4617","SLC12A4",0
"4618","SLC12A6",0
"4619","SLC13A4",0
"4620","SLC13A5",0
"4621","SLC16A11",0
"4622","SLC16A3",0
"4623","SLC16A4",0
"4624","SLC16A8",0
"4625","SLC18A2",0
"4626","SLC1A2",0
"4628","SLC1A5",0
"4629","SLC20A1",0
"4630","SLC20A2",0
"4631","SLC22A18AS",0
"4632","SLC22A23",0
"4633","SLC22A4",0
"4634","SLC22A5",0
"4635","SLC22A7",0
"4636","SLC23A1",0
"4638","SLC24A4",0
"4639","SLC24A5",0
"4640","SLC25A11",0
"4641","SLC25A15",0
"4642","SLC25A18",0
