"","feat","score"
"1102","CPSF4L",0
"1103","CPSF7",0
"1104","CPT1A",0
"1105","CPT2",0
"1106","CPVL",0
"1107","CRB2",0
"1108","CRB3",0
"1109","CRBN",0
"1110","CREB1",0
"1111","CREB3",0
"1112","CREB3L4",0
"1113","CREBBP",0
"1114","CREBL2",0
"1115","CREBRF",0
"1116","CREBZF",0
"1117","CRELD1",0
"1118","CRELD2",0
"1119","CRHR2",0
"1120","CRIM1",0
"1121","CRKL",0
"1122","CRLF3",0
"1123","CRMP1",0
"1124","CRNKL1",0
"1126","CRTAC1",0
"1127","CRTAP",0
"1128","CRTC3",0
"1129","CRYBA1",0
"1130","CRYBG3",0
"1131","CRYZ",0
"1132","CS",0
"1133","CSAD",0
"1134","CSDE1",0
"1135","CSF1R",0
"1136","CSF3R",0
"1137","CSGALNACT2",0
"1138","CSK",0
"1139","CSNK1A1",0
"1140","CSNK1D",0
"1141","CSNK1G2.AS1",0
"1142","CSNK2A2",0
"1143","CSNK2A3",0
"1144","CSPG4",0
"1145","CSPP1",0
"1146","CSRNP2",0
"1147","CSRP1",0
"1148","CSTF3",0
"1149","CTAGE5",0
"1150","CTAGE7P",0
"1151","CTB.113P19.1",0
"1152","CTBP1.AS",0
"1153","CTBP1.AS2",0
"1154","CTBP2",0
"1155","CTBS",0
"1156","CTC.338M12.4",0
"1157","CTC.436P18.1",0
"1158","CTC1",0
"1159","CTCF",0
"1160","CTD.2270F17.1",0
"1161","CTDNEP1",0
"1162","CTDSP1",0
"1163","CTDSP2",0
"1164","CTDSPL2",0
"1165","CTNNA1",0
"1166","CTNNB1",0
"1167","CTNS",0
"1168","CTR9",0
"1169","CTRL",0
"1170","CTSA",0
"1171","CTSB",0
"1172","CTSC",0
"1173","CTSD",0
"1174","CTSH",0
"1175","CTSS",0
"1176","CTSW",0
"1177","CTSZ",0
"1178","CTU2",0
"1179","CUL4A",0
"1180","CUL5",0
"1181","CUL7",0
"1182","CUL9",0
"1183","CWC22",0
"1184","CX3CR1",0
"1185","CXCL16",0
"1186","CXCR2P1",0
"1187","CXCR4",0
"1188","CXCR5",0
"1189","CXCR6",0
"1190","CYB561A3",0
"1191","CYB561D2",0
"1192","CYB5D1",0
"1193","CYB5D2",0
"1194","CYB5R2",0
"1195","CYBA",0
"1196","CYBB",0
"1197","CYC1",0
"1198","CYFIP2",0
"1199","CYGB",0
"1200","CYLD",0
"1201","CYP17A1",0
"1202","CYP1B1",0
"1203","CYP20A1",0
"1204","CYP2A6",0
"1205","CYP2D7P",0
"1206","CYP2R1",0
"1207","CYP2W1",0
"1208","CYP3A4",0
"1209","CYP3A5",0
"1210","CYP51A1",0
"1211","CYTH1",0
"1212","CYTH4",0
"1213","CYTIP",0
"1214","DAAM2",0
"1215","DACT3.AS1",0
"1216","DAGLB",0
"1217","DAK",0
"1218","DALRD3",0
"1219","DARS",0
"1220","DARS2",0
"1221","DAXX",0
"1222","DAZAP2",0
"1223","DBF4",0
"1224","DBH",0
"1225","DBNL",0
"1226","DBP",0
"1227","DCAF10",0
"1228","DCAF11",0
"1229","DCAF13",0
"1230","DCAF17",0
"1231","DCAF8",0
"1232","DCBLD1",0
"1233","DCBLD2",0
"1234","DCDC2B",0
"1235","DCLRE1A",0
"1236","DCLRE1C",0
"1237","DCP2",0
"1238","DCPS",0
"1239","DCST1",0
"1240","DCST2",0
"1241","DCTN2",0
"1242","DDA1",0
"1243","DDB1",0
"1244","DDB2",0
"1245","DDHD1",0
"1246","DDHD2",0
"1247","DDIT3",0
"1248","DDIT4",0
"1249","DDOST",0
"1250","DDTL",0
"1251","DDX11L2",0
"1252","DDX11L5",0
"1253","DDX11L9",0
"1254","DDX17",0
"1255","DDX18",0
"1256","DDX19A",0
"1257","DDX19B",0
"1258","DDX20",0
"1259","DDX21",0
"1260","DDX23",0
"1261","DDX24",0
"1262","DDX26B.AS1",0
"1263","DDX27",0
"1264","DDX28",0
"1265","DDX31",0
"1266","DDX39A",0
"1267","DDX3X",0
"1268","DDX42",0
"1269","DDX43",0
"1270","DDX46",0
"1271","DDX49",0
"1272","DDX5",0
"1273","DDX51",0
"1274","DDX54",0
"1275","DDX55",0
"1276","DDX56",0
"1278","DDX6",0
"1279","DEAF1",0
"1280","DEAR",0
"1281","DEDD",0
"1282","DEF8",0
"1283","DEK",0
"1284","DENND1C",0
"1285","DENND2D",0
"1286","DENND3",0
"1287","DENND4A",0
"1288","DENND4B",0
"1289","DENND4C",0
"1290","DENND5A",0
"1291","DENND6B",0
"1292","DENR",0
"1293","DERL1",0
"1294","DEXI",0
"1295","DGAT1",0
"1296","DGCR10",0
"1297","DGCR5",0
"1298","DGCR8",0
"1299","DGCR9",0
"1300","DGKA",0
"1301","DGKD",0
"1302","DGKE",0
"1304","DGUOK",0
"1305","DGUOK.AS1",0
"1306","DHCR24",0
"1307","DHDDS",0
"1308","DHFR",0
"1309","DHFRL1",0
"1310","DHODH",0
"1311","DHPS",0
"1312","DHRS1",0
"1313","DHRS12",0
"1314","DHRS4",0
"1315","DHRS4.AS1",0
"1316","DHRS4L1",0
"1317","DHRS4L2",0
"1318","DHRS7",0
"1319","DHX16",0
"1320","DHX32",0
"1321","DHX38",0
"1322","DHX57",0
"1323","DHX9",0
"1324","DIAPH1",0
"1325","DICER1",0
"1326","DIDO1",0
"1327","DIMT1",0
"1328","DIO1",0
"1329","DIP2A",0
"1330","DIS3",0
"1331","DIS3L",0
"1332","DISC2",0
"1334","DKC1",0
"1335","DLEC1",0
"1336","DLEU1",0
"1337","DLEU2",0
"1338","DLEU7",0
"1339","DLG3.AS1",0
"1340","DLG4",0
"1341","DLGAP4",0
"1342","DLK2",0
"1343","DMTF1",0
"1344","DMXL2",0
"1345","DNAAF1",0
"1346","DNAAF2",0
"1347","DNAH1",0
"1348","DNAH10",0
"1349","DNAH11",0
"1350","DNAH14",0
"1351","DNAH17",0
"1352","DNAH3",0
"1353","DNAJA1",0
"1354","DNAJA2",0
"1355","DNAJA3",0
"1356","DNAJA4",0
"1357","DNAJB1",0
"1358","DNAJB11",0
"1359","DNAJB13",0
"1360","DNAJB14",0
"1361","DNAJB7",0
"1362","DNAJC11",0
"1363","DNAJC13",0
"1364","DNAJC14",0
"1365","DNAJC16",0
"1366","DNAJC17",0
"1367","DNAJC19",0
"1368","DNAJC2",0
"1369","DNAJC21",0
"1370","DNAJC24",0
"1371","DNAJC4",0
"1372","DNAJC5",0
"1373","DNAJC7",0
"1374","DNAJC8",0
"1375","DNAJC9.AS1",0
"1376","DNALI1",0
"1377","DNASE1",0
"1378","DNASE1L1",0
"1379","DND1",0
"1380","DNHD1",0
"1381","DNM1L",0
"1382","DNM2",0
"1383","DNM3",0
"1384","DNMBP.AS1",0
"1385","DNMT1",0
"1386","DNMT3L",0
"1387","DNTTIP2",0
"1388","DOC2A",0
"1389","DOCK10",0
"1390","DOCK11",0
"1391","DOCK2",0
"1392","DOCK3",0
"1393","DOCK8",0
"1394","DOK1",0
"1395","DOK4",0
"1396","DOK6",0
"1397","DOLK",0
"1398","DONSON",0
"1400","DOT1L",0
"1401","DPCD",0
"1402","DPH3P1",0
"1403","DPH5",0
"1404","DPM1",0
"1405","DPP3",0
"1406","DPP4",0
"1407","DPP7",0
"1408","DPP9",0
"1409","DPY19L1P1",0
"1411","DPYD.AS1",0
"1412","DPYD.AS2",0
"1413","DR1",0
"1414","DRAP1",0
"1415","DRG1",0
"1416","DSCR3",0
"1417","DTNB",0
"1418","DTX3L",0
"1419","DTX4",0
"1420","DTYMK",0
"1421","DUOX1",0
"1422","DUS2",0
"1423","DUSP1",0
"1424","DUSP14",0
"1425","DUSP16",0
"1426","DUSP22",0
"1427","DUSP28",0
"1428","DUSP6",0
"1429","DVL1",0
"1430","DXO",0
"1431","DYNC1H1",0
"1432","DYNC1I2",0
"1433","DYNC1LI1",0
"1434","DYNC1LI2",0
"1435","DYNLL1.AS1",0
"1436","DYRK2",0
"1437","DZIP3",0
"1438","E2F5",0
"1439","EAF1",0
"1440","ECE1",0
"1441","ECHDC1",0
"1442","ECT2L",0
"1443","EDC3",0
"1444","EEA1",0
"1445","EEF1A1",0
"1446","EEF1B2",0
"1447","EEF1D",0
"1448","EEF1G",0
"1449","EEF2",0
"1450","EFCAB10",0
"1451","EFCAB13",0
"1452","EFCAB14.AS1",0
"1453","EFCAB2",0
"1454","EFCAB5",0
"1455","EFEMP2",0
"1456","EFHD2",0
"1457","EFR3B",0
"1458","EGLN1",0
"1459","EHBP1L1",0
"1460","EHD1",0
"1461","EHHADH.AS1",0
"1462","EIF1AD",0
"1463","EIF1AX.AS1",0
"1464","EIF1B.AS1",0
"1465","EIF2A",0
"1466","EIF2AK1",0
"1467","EIF2AK2",0
"1468","EIF2AK3",0
"1469","EIF2AK4",0
"1470","EIF2B1",0
"1471","EIF2B2",0
"1472","EIF2B4",0
"1473","EIF2B5",0
"1474","EIF2D",0
"1475","EIF2S1",0
"1476","EIF2S2",0
"1477","EIF2S3",0
"1478","EIF3A",0
"1479","EIF3B",0
"1480","EIF3D",0
"1481","EIF3E",0
"1482","EIF3G",0
"1483","EIF3I",0
"1484","EIF3J",0
"1485","EIF4A2",0
"1486","EIF4B",0
"1487","EIF4E2",0
"1488","EIF4E3",0
"1489","EIF4EBP2",0
"1491","EIF4G1",0
"1492","EIF4G2",0
"1493","EIF5",0
"1494","EIF5A",0
"1495","EIF5B",0
"1496","ELK3",0
"1497","ELK4",0
"1498","ELL3",0
"1499","ELMO1.AS1",0
"1500","ELMO2",0
"1501","ELMO3",0
"1502","ELMOD3",0
"1503","ELMSAN1",0
"1504","ELOVL5",0
"1505","EMB",0
"1506","EMBP1",0
"1507","EMC1",0
"1508","EMC3.AS1",0
"1509","EMC4",0
"1510","EMC6",0
"1511","EMC9",0
"1512","EME1",0
"1513","EME2",0
"1514","EMG1",0
"1515","EMILIN1",0
"1516","EMILIN2",0
"1517","EML2",0
"1518","EML3",0
"1519","EML4",0
"1521","EMP3",0
"1522","EMR2",0
"1523","ENAM",0
"1524","ENDOG",0
"1525","ENDOU",0
"1526","ENG",0
"1527","ENKD1",0
"1528","ENO1",0
"1529","ENO2",0
"1530","ENO4",0
"1531","ENOPH1",0
"1532","ENOSF1",0
"1533","ENSA",0
"1534","ENTHD2",0
"1535","ENTPD1",0
"1536","ENTPD1.AS1",0
"1537","ENTPD3",0
"1538","ENTPD4",0
"1539","ENTPD7",0
"1540","ENTPD8",0
"1541","EP300",0
"1542","EP400",0
"1543","EPB41",0
"1544","EPB41L3",0
"1545","EPB41L4A",0
"1546","EPB41L5",0
"1547","EPHA1",0
"1548","EPHX1",0
"1549","EPN2",0
"1550","EPN3",0
"1551","EPOR",0
"1552","EPS15L1",0
"1553","EPS8L1",0
"1554","EPX",0
"1555","ERAP1",0
"1556","ERAP2",0
"1557","ERBB2",0
"1558","ERBB2IP",0
"1559","ERCC1",0
"1560","ERCC5",0
"1561","ERCC6L",0
"1562","ERCC6L2",0
"1563","ERGIC2",0
"1564","ERI2",0
"1565","ERICH1",0
"1566","ERICH6",0
"1567","ERLEC1",0
"1568","ERLIN2",0
"1570","ERMP1",0
"1571","ERO1LB",0
"1572","ERP29",0
"1573","ERP44",0
"1574","ERRFI1",0
"1575","ERVK13.1",0
"1576","ESAM",0
"1577","ESPN",0
"1578","ESR2",0
"1579","ESRP2",0
"1580","ESRRA",0
"1581","ESYT1",0
"1582","ETFDH",0
"1583","ETS1",0
"1584","ETV4",0
"1585","EVA1B",0
"1586","EVA1C",0
"1587","EVI2A",0
"1588","EVI2B",0
"1589","EVL",0
"1590","EWSR1",0
"1591","EXOC1",0
"1592","EXOC4",0
"1593","EXOC5",0
"1594","EXOSC10",0
"1595","EXOSC3",0
"1596","EXOSC4",0
"1597","EXOSC8",0
"1598","EXOSC9",0
"1599","EXTL2",0
"1600","EYA3",0
"1601","EYS",0
"1602","EZH2",0
"1603","EZR",0
"1604","EZR.AS1",0
"1605","FABP3",0
"1606","FADS1",0
"1607","FADS2",0
"1608","FAHD2CP",0
"1609","FAIM",0
"1610","FAIM3",0
"1611","FAM101B",0
"1612","FAM102B",0
"1613","FAM103A1",0
"1614","FAM104A",0
"1615","FAM111A",0
"1616","FAM115C",0
"1617","FAM115D",0
"1618","FAM118B",0
"1619","FAM120A",0
"1620","FAM120AOS",0
"1621","FAM120B",0
"1622","FAM122B",0
"1623","FAM122C",0
"1624","FAM126B",0
"1625","FAM134A",0
"1626","FAM134C",0
"1627","FAM13A",0
"1628","FAM13A.AS1",0
"1629","FAM149B1",0
"1630","FAM151A",0
"1631","FAM159B",0
"1632","FAM160B2",0
"1633","FAM161B",0
"1634","FAM162A",0
"1635","FAM166A",0
"1636","FAM166B",0
"1637","FAM168A",0
"1638","FAM169A",0
"1639","FAM175A",0
"1640","FAM177A1",0
"1641","FAM178A",0
"1642","FAM184B",0
"1643","FAM186B",0
"1644","FAM192A",0
"1645","FAM193A",0
"1647","FAM195A",0
"1648","FAM196B",0
"1649","FAM198B",0
"1650","FAM200B",0
"1651","FAM208A",0
"1652","FAM208B",0
"1653","FAM20A",0
"1654","FAM212B",0
"1655","FAM213B",0
"1656","FAM215A",0
"1657","FAM216A",0
"1658","FAM217B",0
"1659","FAM219B",0
"1660","FAM21C",0
"1661","FAM227B",0
"1662","FAM228B",0
"1663","FAM229B",0
"1664","FAM49B",0
"1665","FAM50A",0
"1666","FAM53B",0
"1667","FAM57A",0
"1668","FAM63A",0
"1669","FAM65A",0
"1670","FAM65B",0
"1671","FAM65C",0
"1672","FAM69A",0
"1673","FAM69B",0
"1674","FAM71E1",0
"1675","FAM78A",0
"1676","FAM83G",0
"1678","FAM86B3P",0
"1679","FAM86C1",0
"1680","FAM86FP",0
"1681","FAM86HP",0
"1682","FAM87B",0
"1683","FAM8A1",0
"1684","FAM92A1",0
"1685","FAM98B",0
"1686","FAM98C",0
"1687","FAN1",0
"1688","FANCA",0
"1689","FANCD2OS",0
"1690","FANCF",0
"1691","FANCI",0
"1692","FANCL",0
"1694","FARP1",0
"1696","FAS",0
"1697","FAS.AS1",0
"1698","FAT2",0
"1699","FAXDC2",0
"1700","FBL",0
"1701","FBXL13",0
"1702","FBXL15",0
"1704","FBXL19",0
"1705","FBXL19.AS1",0
"1706","FBXL2",0
"1707","FBXL3",0
"1708","FBXO10",0
"1709","FBXO11",0
"1710","FBXO18",0
"1711","FBXO22.AS1",0
"1712","FBXO24",0
"1713","FBXO31",0
"1714","FBXO33",0
"1715","FBXO40",0
"1716","FBXO41",0
"1717","FBXO44",0
"1718","FBXO6",0
"1719","FBXO8",0
"1720","FBXW4",0
"1721","FBXW7",0
"1722","FBXW8",0
"1723","FCGR3A",0
"1724","FCHSD1",0
"1725","FCHSD2",0
"1726","FCN1",0
"1727","FCRL6",0
"1728","FCRLB",0
"1729","FDFT1",0
"1730","FDPS",0
"1731","FDPSP2",0
"1732","FEN1",0
"1733","FERMT3",0
"1734","FES",0
"1735","FGD1",0
"1736","FGD3",0
"1737","FGD5.AS1",0
"1738","FGF2",0
"1739","FGFBP3",0
"1740","FGFR1",0
"1741","FGFR1OP2",0
"1742","FGL2",0
"1743","FGR",0
"1744","FHAD1",0
"1745","FHOD1",0
"1746","FHOD3",0
"1747","FIBP",0
"1748","FIP1L1",0
"1749","FKBP14",0
"1750","FKBP15",0
"1751","FKBP1A",0
"1752","FKBP1AP1",0
"1753","FKBP3",0
"1754","FKBP4",0
"1755","FKBP5",0
"1756","FKBP8",0
"1757","FKBP9",0
"1758","FLCN",0
"1759","FLG",0
"1760","FLI1",0
"1761","FLII",0
"1762","FLJ10038",0
"1763","FLJ13224",0
"1764","FLJ21408",0
"1765","FLJ26850",0
"1766","FLJ27354",0
"1767","FLJ30403",0
"1768","FLJ31306",0
"1769","FLJ31356",0
"1770","FLJ32255",0
"1771","FLJ37453",0
"1772","FLNA",0
"1773","FLRT1",0
"1774","FLVCR2",0
"1775","FMNL1",0
"1777","FMNL3",0
"1778","FMO5",0
"1779","FMR1",0
"1780","FMR1.AS1",0
"1781","FN1",0
"1782","FNBP1",0
"1783","FNBP4",0
"1784","FNDC3A",0
"1785","FNDC5",0
"1786","FNDC8",0
"1788","FOCAD",0
"1789","FOS",0
"1790","FOSB",0
"1791","FOXD2",0
"1792","FOXH1",0
"1793","FOXJ2",0
"1794","FOXJ3",0
"1795","FOXK2",0
"1796","FOXM1",0
"1797","FOXN3",0
"1798","FOXO4",0
"1799","FOXP1",0
"1800","FOXP3",0
"1801","FOXRED1",0
"1802","FRAT2",0
"1803","FRMD4A",0
"1804","FRMD5",0
"1805","FRMD8",0
"1806","FRY.AS1",0
"1807","FSCN1",0
"1808","FSD2",0
"1809","FSIP2",0
"1810","FSTL3",0
"1811","FTH1",0
"1812","FTL",0
"1813","FTSJ3",0
"1814","FTX",0
"1815","FUBP1",0
"1817","FUK",0
"1818","FUS",0
"1819","FUT11",0
"1820","FUT2",0
"1821","FUT4",0
"1822","FUT7",0
"1823","FUT8",0
"1824","FUZ",0
"1825","FXR1",0
"1826","FXR2",0
"1827","FXYD1",0
"1828","FXYD5",0
"1829","FXYD6",0
"1830","FYB",0
"1831","FYN",0
"1832","FYTTD1",0
"1833","FZD4",0
"1834","G3BP2",0
"1835","G6PD",0
"1836","GAB2",0
"1837","GABARAP",0
"1838","GABARAPL1",0
"1839","GABARAPL2",0
"1840","GABPA",0
"1841","GABPB1",0
"1842","GABPB1.AS1",0
"1843","GABPB2",0
"1844","GADD45B",0
"1845","GAL3ST4",0
"1846","GALM",0
"1847","GALNS",0
"1848","GALNT10",0
"1849","GALNT11",0
"1850","GALNT7",0
"1851","GALNT9",0
"1852","GANAB",0
"1853","GAPDH",0
"1854","GAPDHS",0
"1855","GARS",0
"1856","GAS2",0
"1857","GAS5",0
"1858","GAS5.AS1",0
"1859","GAS6",0
"1860","GAS6.AS1",0
"1861","GATAD1",0
"1862","GATAD2A",0
"1863","GATC",0
"1864","GATS",0
"1865","GBA2",0
"1866","GBF1",0
"1867","GBP1",0
"1868","GBP2",0
"1869","GBP3",0
"1870","GBP4",0
"1871","GBP5",0
"1872","GCC2",0
"1873","GCFC2",0
"1874","GCH1",0
"1875","GCHFR",0
"1876","GCNT7",0
"1877","GCSAM",0
"1878","GDAP2",0
"1879","GDF11",0
"1881","GDI2",0
"1882","GEMIN7",0
"1883","GEMIN8P4",0
"1884","GET4",0
"1885","GFM1",0
"1887","GGA1",0
"1888","GGA2",0
"1889","GGA3",0
"1890","GGACT",0
"1891","GGCX",0
"1892","GGN",0
"1893","GGNBP1",0
"1894","GGNBP2",0
"1895","GHRL",0
"1896","GHRLOS",0
"1897","GIGYF1",0
"1898","GIGYF2",0
"1899","GIMAP2",0
"1900","GIMAP4",0
"1901","GIMAP6",0
"1902","GIMAP8",0
"1903","GINS3",0
"1904","GIT1",0
"1905","GIT2",0
"1906","GJD3",0
"1907","GLB1",0
"1908","GLB1L",0
"1909","GLB1L2",0
"1910","GLE1",0
"1911","GLG1",0
"1912","GLI1",0
"1913","GLIPR1",0
"1914","GLIPR1L1",0
"1915","GLIPR2",0
"1916","GLIS2",0
"1917","GLS",0
"1918","GLS2",0
"1919","GLT8D1",0
"1920","GLT8D2",0
"1921","GLTPD2",0
"1922","GLTSCR2",0
"1923","GLUD1",0
"1924","GLUL",0
"1925","GLYR1",0
"1926","GMPPB",0
"1927","GMPR2",0
"1928","GNA11",0
"1929","GNA12",0
"1930","GNA13",0
"1931","GNA15",0
"1932","GNAI2",0
"1933","GNAL",0
"1934","GNAS",0
"1935","GNAT2",0
"1936","GNB1",0
"1937","GNB2L1",0
"1938","GNB3",0
"1939","GNB4",0
"1940","GNE",0
"1941","GNG12.AS1",0
"1942","GNG13",0
"1943","GNG2",0
"1944","GNG3",0
"1945","GNG5",0
"1946","GNGT2",0
"1947","GNL1",0
"1948","GNL3",0
"1949","GNLY",0
"1950","GNMT",0
"1951","GNPDA1",0
"1952","GNPDA2",0
"1953","GNPNAT1",0
"1954","GNPTAB",0
"1955","GNPTG",0
"1956","GNRH1",0
"1957","GNRHR",0
"1958","GNRHR2",0
"1959","GNS",0
"1960","GOLGA3",0
"1961","GOLGA4",0
"1962","GOLGA8A",0
"1963","GOLGA8H",0
"1964","GOLGA8N",0
"1965","GOLGB1",0
"1966","GOLM1",0
"1967","GOLPH3",0
"1968","GON4L",0
"1969","GOPC",0
"1970","GORASP1",0
"1971","GP1BA",0
"1972","GP6",0
"1973","GPALPP1",0
"1974","GPANK1",0
"1975","GPAT2",0
"1976","GPATCH11",0
"1977","GPATCH4",0
"1978","GPATCH8",0
"1979","GPBP1",0
"1980","GPCPD1",0
"1981","GPHN",0
"1982","GPLD1",0
"1983","GPM6B",0
"1984","GPN1",0
"1985","GPN3",0
"1986","GPR107",0
"1987","GPR113",0
"1988","GPR114",0
"1989","GPR124",0
"1990","GPR137",0
"1991","GPR150",0
"1992","GPR152",0
"1993","GPR155",0
"1994","GPR160",0
"1995","GPR18",0
"1996","GPR183",0
"1997","GPR3",0
"1998","GPR55",0
"1999","GPR62",0
"2000","GPR64",0
"2001","GPR68",0
"2002","GPR88",0
"2003","GPRASP1",0
"2004","GPS1",0
"2005","GPS2",0
"2006","GPSM2",0
"2007","GPSM3",0
"2009","GPX2",0
"2010","GPX3",0
"2011","GRB2",0
"2012","GREB1L",0
"2013","GRID2IP",0
"2014","GRIK1",0
"2015","GRIN1",0
"2016","GRIN2C",0
"2017","GRIN2D",0
"2018","GRIN3A",0
"2019","GRIN3B",0
"2020","GRIP1",0
"2021","GRIP2",0
"2022","GRPEL1",0
"2023","GRSF1",0
"2024","GRTP1",0
"2025","GSAP",0
"2026","GSDMD",0
"2027","GSE1",0
"2028","GSG2",0
"2029","GSK3A",0
"2030","GSK3B",0
"2031","GSN",0
"2032","GSN.AS1",0
"2033","GSPT1",0
"2034","GSTO1",0
"2035","GTF2A1",0
"2036","GTF2F1",0
"2037","GTF2H1",0
"2038","GTF2IRD1P1",0
"2039","GTF3A",0
"2040","GTF3C2",0
"2041","GTF3C2.AS1",0
"2042","GTPBP1",0
"2043","GTPBP2",0
"2044","GTPBP8",0
"2045","GTSE1.AS1",0
"2046","GUCD1",0
"2047","GUCY1B2",0
"2048","GUCY2C",0
"2049","GUCY2D",0
"2050","GUF1",0
"2051","GVINP1",0
"2052","GXYLT1",0
"2053","GYLTL1B",0
"2054","GZF1",0
"2055","GZMB",0
"2056","GZMK",0
"2057","H1F0",0
"2059","H1FX",0
"2060","H1FX.AS1",0
"2061","H2AFY",0
"2062","H2AFY2",0
"2063","H3F3B",0
"2064","HABP4",0
"2065","HACL1",0
"2066","HADHA",0
"2067","HAGHL",0
"2068","HAR1A",0
"2069","HARS",0
"2070","HAS3",0
"2071","HAUS3",0
"2072","HAUS4",0
"2073","HAUS6",0
"2074","HBP1",0
"2075","HCCAT3",0
"2076","HCFC1.AS1",0
"2077","HCFC1R1",0
"2078","HCFC2",0
"2079","HCG18",0
"2080","HCG25",0
"2081","HCG27",0
"2082","HCG4B",0
"2083","HCLS1",0
"2084","HCN2",0
"2085","HCP5",0
"2086","HCRTR1",0
"2087","HCST",0
"2088","HDAC1",0
"2089","HDAC10",0
"2090","HDAC2",0
"2091","HDAC5",0
"2092","HDAC7",0
"2093","HDGF",0
"2094","HDGFRP2",0
"2095","HDGFRP3",0
"2096","HDHD1",0
"2097","HDLBP",0
"2098","HEATR1",0
"2099","HEATR2",0
"2100","HEATR4",0
"2101","HECA",0
"2102","HECTD1",0
"2103","HEIH",0
"2104","HELZ",0
"2105","HEMK1",0
"2106","HENMT1",0
"2107","HERC1",0
"2108","HERC3",0
"2109","HERC6",0
"2110","HEXA",0
"2111","HEXA.AS1",0
"2112","HEXB",0
"2113","HEXDC",0
"2114","HEXIM1",0
"2115","HEXIM2",0
"2116","HFE",0
"2117","HGS",0
"2118","HIAT1",0
"2119","HIF1A.AS1",0
"2120","HIF1A.AS2",0
"2121","HIF1AN",0
"2122","HIGD1B",0
"2123","HIGD2A",0
"2124","HINT1",0
"2125","HIP1R",0
"2126","HIPK3",0
"2127","HIRIP3",0
"2128","HIST1H2BD",0
"2129","HIVEP2",0
"2130","HK1",0
"2131","HK2",0
"2132","HLA.A",0
"2133","HLA.B",0
"2134","HLA.C",0
"2135","HLA.DPA1",0
"2136","HLA.DPB1",0
"2137","HLA.DRA",0
"2138","HLA.E",0
"2139","HLA.F",0
"2140","HLA.F.AS1",0
"2141","HLA.H",0
"2142","HLA.J",0
"2143","HLTF",0
"2144","HLTF.AS1",0
"2145","HLX",0
"2146","HLX.AS1",0
"2147","HM13.AS1",0
"2148","HMBOX1",0
"2149","HMGA1",0
"2150","HMGB1",0
"2151","HMGB2",0
"2152","HMGCR",0
"2153","HMGN1",0
"2154","HMGN2",0
"2155","HMGN2P46",0
"2156","HMGN3",0
"2157","HMGN3.AS1",0
"2158","HMGN4",0
"2159","HMGN5",0
"2160","HMGXB3",0
"2161","HMHA1",0
"2162","HMMR.AS1",0
"2163","HMOX2",0
"2164","HN1",0
"2165","HNF1A",0
"2166","HNRNPA2B1",0
"2167","HNRNPA3",0
"2168","HNRNPAB",0
"2169","HNRNPC",0
"2170","HNRNPD",0
"2171","HNRNPDL",0
"2172","HNRNPF",0
"2173","HNRNPH1",0
"2174","HNRNPH3",0
"2175","HNRNPK",0
"2176","HNRNPL",0
"2177","HNRNPM",0
"2178","HNRNPR",0
"2179","HNRNPU",0
"2180","HNRNPU.AS1",0
"2181","HNRNPUL1",0
"2182","HOMER3",0
"2183","HOXA10.AS",0
"2184","HOXA2",0
"2185","HOXA3",0
"2186","HOXB.AS1",0
"2187","HOXB2",0
"2188","HOXB3",0
"2189","HP09053",0
"2190","HP1BP3",0
"2191","HPD",0
"2192","HPDL",0
"2193","HPS4",0
"2194","HRAS",0
"2195","HRNR",0
"2196","HSBP1L1",0
"2197","HSD17B1",0
"2198","HSD3B7",0
"2199","HSD3BP4",0
"2200","HSDL2",0
"2201","HSF1",0
"2202","HSP90AA1",0
"2203","HSP90AB1",0
"2204","HSP90B1",0
"2205","HSPA12B",0
"2206","HSPA14",0
"2207","HSPA1A",0
"2208","HSPA4",0
"2209","HSPA5",0
"2210","HSPA6",0
"2211","HSPA8",0
"2212","HSPA9",0
"2213","HSPB9",0
"2214","HSPD1",0
"2215","HSPG2",0
"2216","HTATSF1",0
"2217","HTATSF1P2",0
"2218","HTR2B",0
"2219","HTRA2",0
"2220","HUWE1",0
"2221","HVCN1",0
"2222","HYAL1",0
"2223","HYI",0
"2224","ICA1L",0
"2225","ICAM2",0
"2226","ICAM3",0
"2227","ICMT",0
"2228","IDH2",0
"2229","IDH3G",0
"2230","IDI1",0
"2231","IDI2",0
"2232","IDI2.AS1",0
"2233","IDNK",0
"2234","IDS",0
"2235","IER2",0
"2236","IER3",0
"2237","IER5",0
"2238","IFI16",0
"2239","IFI30",0
"2240","IFIH1",0
"2241","IFIT1",0
"2242","IFIT5",0
"2243","IFITM1",0
"2244","IFITM3",0
"2245","IFITM5",0
"2246","IFNAR2",0
"2247","IFNGR1",0
"2248","IFNGR2",0
"2249","IFT140",0
"2250","IFT172",0
"2251","IFT20",0
"2252","IFT46",0
"2253","IFT74",0
"2254","IGF2BP3",0
"2255","IGF2R",0
"2256","IGFBP7",0
"2257","IGFBP7.AS1",0
"2258","IGSF22",0
"2259","IGSF6",0
"2260","IK",0
"2261","IKBKG",0
"2262","IKZF1",0
"2263","IKZF3",0
"2264","IKZF5",0
"2265","IL10RA",0
"2266","IL10RB.AS1",0
"2267","IL12A.AS1",0
"2268","IL12RB2",0
"2269","IL13RA1",0
"2270","IL16",0
"2271","IL17B",0
"2272","IL17D",0
"2273","IL17RA",0
"2274","IL17RB",0
"2275","IL17RC",0
